# BUSCO version is: 5.6.1 
# The lineage dataset is: brassicales_odb10 (Creation date: 2024-01-08, number of genomes: 10, number of BUSCOs: 4596)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
42at3699	Duplicated	ptg000034l_path	12339375	12330345	-	3941.1	1878	https://v10-1.orthodb.org/?query=42at3699	Glutamate synthase, alpha subunit, C-terminal
43at3699	Duplicated	ptg000015l_path	1836681	1845163	+	3763.4	2060	https://v10-1.orthodb.org/?query=43at3699	Sec39 domain
43at3699	Duplicated	ptg002662l_path	58942	50472	-	3745.3	2060	https://v10-1.orthodb.org/?query=43at3699	Sec39 domain
43at3699	Duplicated	ptg000040l_path	1940436	1948906	+	3725.9	2060	https://v10-1.orthodb.org/?query=43at3699	Sec39 domain
45at3699	Duplicated	ptg000040l_path	1592798	1581505	-	3592.1	1788	https://v10-1.orthodb.org/?query=45at3699	DExH-box ATP-dependent RNA helicase DExH14
45at3699	Duplicated	ptg000015l_path	1501429	1490160	-	3596.6	1787	https://v10-1.orthodb.org/?query=45at3699	DExH-box ATP-dependent RNA helicase DExH14
45at3699	Duplicated	ptg002655l_path	118715	129976	+	3592.3	1787	https://v10-1.orthodb.org/?query=45at3699	DExH-box ATP-dependent RNA helicase DExH14
49at3699	Duplicated	ptg000022l_path	991371	981501	-	3363.3	1732	https://v10-1.orthodb.org/?query=49at3699	Embryo defective 2410
49at3699	Duplicated	ptg000008l_path	928758	918893	-	3354.7	1732	https://v10-1.orthodb.org/?query=49at3699	Embryo defective 2410
50at3699	Duplicated	ptg000017l_path	838163	831551	-	3375.1	1791	https://v10-1.orthodb.org/?query=50at3699	Thyroid adenoma-associated-like protein
50at3699	Duplicated	ptg002648l_path	183953	177326	-	3368.3	1791	https://v10-1.orthodb.org/?query=50at3699	Thyroid adenoma-associated-like protein
51at3699	Duplicated	ptg000028l_path	28693325	28702732	+	3487.5	1897	https://v10-1.orthodb.org/?query=51at3699	DNA2/NAM7 helicase, AAA domain
51at3699	Duplicated	ptg000025l_path	3124528	3115121	-	3487.2	1897	https://v10-1.orthodb.org/?query=51at3699	DNA2/NAM7 helicase, AAA domain
53at3699	Duplicated	ptg000016l_path	23666924	23652056	-	3348.2	1786	https://v10-1.orthodb.org/?query=53at3699	Protein SWEETIE
53at3699	Duplicated	ptg000034l_path	10109366	10094402	-	3393.6	1784	https://v10-1.orthodb.org/?query=53at3699	Protein SWEETIE
58at3699	Complete	ptg000014l_path	35261426	35250832	-	3723.8	1787	https://v10-1.orthodb.org/?query=58at3699	1,3-beta-glucan synthase subunit FKS1-like, domain-1
60at3699	Duplicated	ptg000006l_path	5667712	5677932	+	3506.7	1696	https://v10-1.orthodb.org/?query=60at3699	Callose synthase 5
60at3699	Duplicated	ptg000013l_path	38063182	38053040	-	3316.1	1628	https://v10-1.orthodb.org/?query=60at3699	Callose synthase 5
62at3699	Duplicated	ptg000004l_path	5026073	5035774	+	3127.0	1819	https://v10-1.orthodb.org/?query=62at3699	Separase
62at3699	Duplicated	ptg000012l_path	5003754	5013439	+	3121.0	1819	https://v10-1.orthodb.org/?query=62at3699	Separase
71at3699	Duplicated	ptg000002l_path	33422660	33435179	+	3647.7	1764	https://v10-1.orthodb.org/?query=71at3699	1,3-beta-glucan synthase subunit FKS1-like, domain-1
71at3699	Duplicated	ptg000005l_path	5621697	5609049	-	3542.7	1733	https://v10-1.orthodb.org/?query=71at3699	1,3-beta-glucan synthase subunit FKS1-like, domain-1
74at3699	Complete	ptg000014l_path	34510457	34501674	-	2617.7	1556	https://v10-1.orthodb.org/?query=74at3699	Kinesin motor domain
75at3699	Complete	ptg000015l_path	9216149	9205736	-	3347.5	1713	https://v10-1.orthodb.org/?query=75at3699	SNF2-related, N-terminal domain
78at3699	Duplicated	ptg000008l_path	5278189	5289743	+	3108.6	1610	https://v10-1.orthodb.org/?query=78at3699	ABC transporter A
78at3699	Duplicated	ptg000018l_path	3312590	3301003	-	3098.7	1610	https://v10-1.orthodb.org/?query=78at3699	ABC transporter A
78at3699	Duplicated	ptg000011l_path	8794755	8783203	-	3069.9	1610	https://v10-1.orthodb.org/?query=78at3699	ABC transporter A
79at3699	Complete	ptg000014l_path	37890823	37899109	+	2761.4	1687	https://v10-1.orthodb.org/?query=79at3699	Zinc finger, PHD-type
81at3699	Duplicated	ptg000001l_path	12326691	12334232	+	3214.3	1572	https://v10-1.orthodb.org/?query=81at3699	Dicer dimerisation domain
81at3699	Duplicated	ptg000024l_path	18406014	18398467	-	3213.5	1572	https://v10-1.orthodb.org/?query=81at3699	Dicer dimerisation domain
81at3699	Duplicated	ptg000023l_path	1922876	1930423	+	3212.3	1572	https://v10-1.orthodb.org/?query=81at3699	Dicer dimerisation domain
83at3699	Duplicated	ptg000014l_path	30717180	30708821	-	2571.7	1397	https://v10-1.orthodb.org/?query=83at3699	Bacterial Ig-like, group 2
83at3699	Duplicated	ptg002663l_path	303805	312062	+	2624.1	1395	https://v10-1.orthodb.org/?query=83at3699	Bacterial Ig-like, group 2
84at3699	Duplicated	ptg000016l_path	30123074	30111288	-	3114.2	1616	https://v10-1.orthodb.org/?query=84at3699	Nucleoporin Nup186/Nup192/Nup205
84at3699	Duplicated	ptg000032l_path	4182702	4170907	-	3100.0	1616	https://v10-1.orthodb.org/?query=84at3699	Nucleoporin Nup186/Nup192/Nup205
84at3699	Duplicated	ptg000034l_path	16520796	16508232	-	3032.0	1590	https://v10-1.orthodb.org/?query=84at3699	Nucleoporin Nup186/Nup192/Nup205
90at3699	Complete	ptg000014l_path	35821419	35813097	-	3102.1	1678	https://v10-1.orthodb.org/?query=90at3699	SNF2-related, N-terminal domain
91at3699	Duplicated	ptg000006l_path	39156037	39166729	+	2858.7	1720	https://v10-1.orthodb.org/?query=91at3699	Nucleoporin (DUF3414)
91at3699	Duplicated	ptg000013l_path	2752807	2742129	-	2843.6	1720	https://v10-1.orthodb.org/?query=91at3699	Nucleoporin (DUF3414)
94at3699	Complete	ptg000015l_path	10395864	10403372	+	2633.8	1768	https://v10-1.orthodb.org/?query=94at3699	uncharacterized protein LOC103840946
96at3699	Duplicated	ptg000004l_path	2189061	2197928	+	2809.4	1538	https://v10-1.orthodb.org/?query=96at3699	Tetratricopeptide repeat (TPR)-like superfamily protein
96at3699	Duplicated	ptg000012l_path	2098307	2107321	+	2637.5	1466	https://v10-1.orthodb.org/?query=96at3699	Tetratricopeptide repeat (TPR)-like superfamily protein
97at3699	Duplicated	ptg000007l_path	21987145	21995778	+	2635.3	1504	https://v10-1.orthodb.org/?query=97at3699	DNA-directed DNA polymerase, family B, exonuclease domain
97at3699	Duplicated	ptg000009l_path	25806606	25815279	+	2630.8	1504	https://v10-1.orthodb.org/?query=97at3699	DNA-directed DNA polymerase, family B, exonuclease domain
98at3699	Duplicated	ptg000008l_path	1784094	1775878	-	2778.2	1480	https://v10-1.orthodb.org/?query=98at3699	RNA polymerase Rpb1, domain 3
98at3699	Duplicated	ptg000022l_path	1963665	1953609	-	2766.8	1479	https://v10-1.orthodb.org/?query=98at3699	RNA polymerase Rpb1, domain 3
102at3699	Complete	ptg000014l_path	26721802	26713943	-	3029.0	1426	https://v10-1.orthodb.org/?query=102at3699	Zinc finger, RING-type
103at3699	Complete	ptg000014l_path	35611112	35620626	+	2973.6	1569	https://v10-1.orthodb.org/?query=103at3699	Proteasome activator Blm10, mid region
107at3699	Complete	ptg000015l_path	7801562	7795182	-	3061.0	1532	https://v10-1.orthodb.org/?query=107at3699	Sec7, C-terminal
112at3699	Duplicated	ptg000012l_path	6378891	6388193	+	2518.9	1456	https://v10-1.orthodb.org/?query=112at3699	tRNA/rRNA methyltransferase, SpoU type
112at3699	Duplicated	ptg000004l_path	6407418	6416705	+	2426.6	1401	https://v10-1.orthodb.org/?query=112at3699	tRNA/rRNA methyltransferase, SpoU type
113at3699	Duplicated	ptg000024l_path	18343476	18350112	+	3228.7	1540	https://v10-1.orthodb.org/?query=113at3699	Sec7, C-terminal
113at3699	Duplicated	ptg000023l_path	1989436	1982796	-	3230.9	1539	https://v10-1.orthodb.org/?query=113at3699	Sec7, C-terminal
113at3699	Duplicated	ptg000001l_path	12389741	12383118	-	2955.6	1446	https://v10-1.orthodb.org/?query=113at3699	Sec7, C-terminal
115at3699	Duplicated	ptg000022l_path	2314585	2327139	+	2788.6	1482	https://v10-1.orthodb.org/?query=115at3699	Protein SHOOT GRAVITROPISM 6
115at3699	Duplicated	ptg000008l_path	2182799	2195368	+	2650.1	1460	https://v10-1.orthodb.org/?query=115at3699	Protein SHOOT GRAVITROPISM 6
119at3699	Duplicated	ptg000007l_path	26753800	26768344	+	2754.5	1393	https://v10-1.orthodb.org/?query=119at3699	UDP-glucose:Glycoprotein Glucosyltransferase
119at3699	Duplicated	ptg000048l_path	2406792	2396649	-	2754.5	1393	https://v10-1.orthodb.org/?query=119at3699	UDP-glucose:Glycoprotein Glucosyltransferase
119at3699	Duplicated	ptg000038l_path	3111684	3101543	-	2751.6	1393	https://v10-1.orthodb.org/?query=119at3699	UDP-glucose:Glycoprotein Glucosyltransferase
121at3699	Duplicated	ptg000048l_path	3137815	3128268	-	2864.4	1438	https://v10-1.orthodb.org/?query=121at3699	Thiamine pyrophosphate enzyme, C-terminal TPP-binding
121at3699	Duplicated	ptg000038l_path	3850147	3840576	-	2851.3	1438	https://v10-1.orthodb.org/?query=121at3699	Thiamine pyrophosphate enzyme, C-terminal TPP-binding
121at3699	Duplicated	ptg000007l_path	26004275	26017498	+	2839.6	1438	https://v10-1.orthodb.org/?query=121at3699	Thiamine pyrophosphate enzyme, C-terminal TPP-binding
125at3699	Complete	ptg000014l_path	34049910	34042018	-	2509.4	1537	https://v10-1.orthodb.org/?query=125at3699	Autophagy-related, C-terminal
132at3699	Duplicated	ptg000025l_path	5012747	5000941	-	2765.7	1501	https://v10-1.orthodb.org/?query=132at3699	THO complex, subunitTHOC2, C-terminal
132at3699	Duplicated	ptg000028l_path	26871354	26883168	+	2780.6	1475	https://v10-1.orthodb.org/?query=132at3699	THO complex, subunitTHOC2, C-terminal
134at3699	Duplicated	ptg000001l_path	38924174	38916270	-	2937.1	1561	https://v10-1.orthodb.org/?query=134at3699	Vacuolar protein sorting-associated protein 8, central domain
134at3699	Duplicated	ptg000023l_path	25463098	25455208	-	2932.6	1561	https://v10-1.orthodb.org/?query=134at3699	Vacuolar protein sorting-associated protein 8, central domain
134at3699	Duplicated	ptg000036l_path	21732280	21724413	-	2922.2	1561	https://v10-1.orthodb.org/?query=134at3699	Vacuolar protein sorting-associated protein 8, central domain
141at3699	Complete	ptg000017l_path	1090073	1080184	-	2787.2	1592	https://v10-1.orthodb.org/?query=141at3699	Protein RST1
142at3699	Duplicated	ptg000039l_path	1101144	1094321	-	2612.8	1583	https://v10-1.orthodb.org/?query=142at3699	Nucleolar 27S pre-rRNA processing, Urb2/Npa2, C-terminal
142at3699	Duplicated	ptg000045l_path	1088812	1081952	-	2582.7	1583	https://v10-1.orthodb.org/?query=142at3699	Nucleolar 27S pre-rRNA processing, Urb2/Npa2, C-terminal
143at3699	Complete	ptg000014l_path	37335859	37329578	-	2734.2	1367	https://v10-1.orthodb.org/?query=143at3699	Mediator complex, subunit Med14
145at3699	Duplicated	ptg000006l_path	17109	23624	+	2480.0	1457	https://v10-1.orthodb.org/?query=145at3699	AAA ATPase, AAA+ lid domain
145at3699	Duplicated	ptg000017l_path	9110365	9116880	+	2480.0	1457	https://v10-1.orthodb.org/?query=145at3699	AAA ATPase, AAA+ lid domain
148at3699	Duplicated	ptg000025l_path	143093	151433	+	2517.4	1358	https://v10-1.orthodb.org/?query=148at3699	CLU central domain
148at3699	Duplicated	ptg000028l_path	31835173	31826461	-	2524.2	1356	https://v10-1.orthodb.org/?query=148at3699	CLU central domain
155at3699	Duplicated	ptg000009l_path	24773886	24768131	-	2498.6	1319	https://v10-1.orthodb.org/?query=155at3699	Phosphatidylinositol-4-phosphate 5-kinase, core
155at3699	Duplicated	ptg000038l_path	3181832	3175204	-	2547.5	1312	https://v10-1.orthodb.org/?query=155at3699	Phosphatidylinositol-4-phosphate 5-kinase, core
155at3699	Duplicated	ptg000007l_path	26685009	26691674	+	2530.0	1312	https://v10-1.orthodb.org/?query=155at3699	Phosphatidylinositol-4-phosphate 5-kinase, core
155at3699	Duplicated	ptg000048l_path	2472795	2466146	-	2528.8	1305	https://v10-1.orthodb.org/?query=155at3699	Phosphatidylinositol-4-phosphate 5-kinase, core
155at3699	Duplicated	ptg000007l_path	20933449	20927707	-	2312.1	1264	https://v10-1.orthodb.org/?query=155at3699	Phosphatidylinositol-4-phosphate 5-kinase, core
164at3699	Duplicated	ptg000034l_path	11608894	11602352	-	2561.3	1404	https://v10-1.orthodb.org/?query=164at3699	WD40 repeat
164at3699	Duplicated	ptg000016l_path	25163246	25156701	-	2624.3	1403	https://v10-1.orthodb.org/?query=164at3699	WD40 repeat
169at3699	Complete	ptg000045l_path	3143035	3137175	-	2301.7	1225	https://v10-1.orthodb.org/?query=169at3699	FAD dependent oxidoreductase
172at3699	Duplicated	ptg000032l_path	4346204	4352672	+	2633.3	1282	https://v10-1.orthodb.org/?query=172at3699	ATP-binding cassette transporter, PDR-like subfamily G, domain 1
172at3699	Duplicated	ptg000034l_path	16644424	16650911	+	2592.6	1282	https://v10-1.orthodb.org/?query=172at3699	ATP-binding cassette transporter, PDR-like subfamily G, domain 1
172at3699	Duplicated	ptg000016l_path	30281874	30288333	+	2566.5	1282	https://v10-1.orthodb.org/?query=172at3699	ATP-binding cassette transporter, PDR-like subfamily G, domain 1
173at3699	Duplicated	ptg000025l_path	439729	434230	-	2783.0	1343	https://v10-1.orthodb.org/?query=173at3699	ABC transporter type 1, transmembrane domain
173at3699	Duplicated	ptg000028l_path	31509880	31515379	+	2779.9	1343	https://v10-1.orthodb.org/?query=173at3699	ABC transporter type 1, transmembrane domain
173at3699	Duplicated	ptg000014l_path	29136384	29130831	-	2501.9	1321	https://v10-1.orthodb.org/?query=173at3699	ABC transporter type 1, transmembrane domain
177at3699	Duplicated	ptg000004l_path	1999361	2009571	+	2607.9	1381	https://v10-1.orthodb.org/?query=177at3699	Myosin head, motor domain
177at3699	Duplicated	ptg000012l_path	1890273	1900435	+	2559.1	1381	https://v10-1.orthodb.org/?query=177at3699	Myosin head, motor domain
178at3699	Duplicated	ptg000006l_path	39200089	39207783	+	3103.4	1636	https://v10-1.orthodb.org/?query=178at3699	HECT domain
178at3699	Duplicated	ptg000013l_path	2702505	2694748	-	3103.1	1636	https://v10-1.orthodb.org/?query=178at3699	HECT domain
179at3699	Duplicated	ptg000038l_path	2285958	2290404	+	2583.2	1208	https://v10-1.orthodb.org/?query=179at3699	PurM-like, C-terminal domain
179at3699	Duplicated	ptg000048l_path	1917250	1921696	+	2577.2	1208	https://v10-1.orthodb.org/?query=179at3699	PurM-like, C-terminal domain
179at3699	Duplicated	ptg000007l_path	27587135	27582473	-	2576.4	1208	https://v10-1.orthodb.org/?query=179at3699	PurM-like, C-terminal domain
179at3699	Duplicated	ptg000009l_path	24251947	24256292	+	2575.8	1207	https://v10-1.orthodb.org/?query=179at3699	PurM-like, C-terminal domain
182at3699	Complete	ptg000014l_path	26692300	26696820	+	2705.0	1238	https://v10-1.orthodb.org/?query=182at3699	Magnesium-chelatase subunit ChlH, chloroplastic
185at3699	Duplicated	ptg000053l_path	2185798	2179130	-	2538.7	1245	https://v10-1.orthodb.org/?query=185at3699	ABC-2 type transporter
185at3699	Duplicated	ptg000002l_path	41266748	41273424	+	2504.2	1245	https://v10-1.orthodb.org/?query=185at3699	ABC-2 type transporter
190at3699	Duplicated	ptg000016l_path	26204035	26195194	-	2459.4	1262	https://v10-1.orthodb.org/?query=190at3699	Cleavage and polyadenylation specificity factor subunit 1
190at3699	Duplicated	ptg000034l_path	12656279	12647409	-	2451.3	1262	https://v10-1.orthodb.org/?query=190at3699	Cleavage and polyadenylation specificity factor subunit 1
190at3699	Duplicated	ptg000032l_path	388863	380019	-	2395.1	1236	https://v10-1.orthodb.org/?query=190at3699	Cleavage and polyadenylation specificity factor subunit 1
192at3699	Duplicated	ptg000015l_path	2913915	2905735	-	2247.7	1157	https://v10-1.orthodb.org/?query=192at3699	DNA-directed RNA polymerase subunit
192at3699	Duplicated	ptg002668l_path	117156	108876	-	2233.3	1157	https://v10-1.orthodb.org/?query=192at3699	DNA-directed RNA polymerase subunit
196at3699	Duplicated	ptg000006l_path	39680875	39674010	-	2123.0	1418	https://v10-1.orthodb.org/?query=196at3699	GYF domain
196at3699	Duplicated	ptg000013l_path	2266544	2273426	+	2116.8	1418	https://v10-1.orthodb.org/?query=196at3699	GYF domain
213at3699	Duplicated	ptg000005l_path	6384182	6391128	+	2004.5	1340	https://v10-1.orthodb.org/?query=213at3699	Putative zinc-finger domain
213at3699	Duplicated	ptg000002l_path	32637126	32630854	-	1973.8	1338	https://v10-1.orthodb.org/?query=213at3699	Putative zinc-finger domain
214at3699	Duplicated	ptg000015l_path	2971531	2965724	-	1926.9	1329	https://v10-1.orthodb.org/?query=214at3699	Protein SHORTAGE IN CHIASMATA 1
214at3699	Duplicated	ptg002668l_path	170702	164895	-	1923.5	1329	https://v10-1.orthodb.org/?query=214at3699	Protein SHORTAGE IN CHIASMATA 1
217at3699	Complete	ptg000015l_path	7284928	7278008	-	2243.3	1272	https://v10-1.orthodb.org/?query=217at3699	Zinc finger, C5HC2-type
223at3699	Complete	ptg000014l_path	34334035	34338659	+	2700.4	1269	https://v10-1.orthodb.org/?query=223at3699	Pentatricopeptide repeat
224at3699	Duplicated	ptg000014l_path	25390880	25398102	+	125.7	51	https://v10-1.orthodb.org/?query=224at3699	Cytoplasmic FMR1-interacting
224at3699	Duplicated	ptg000015l_path	37942494	37949711	+	125.0	51	https://v10-1.orthodb.org/?query=224at3699	Cytoplasmic FMR1-interacting
226at3699	Duplicated	ptg000033l_path	1808883	1804657	-	2564.7	1254	https://v10-1.orthodb.org/?query=226at3699	Protein TORNADO 1
226at3699	Duplicated	ptg000001l_path	4719666	4723892	+	2562.9	1254	https://v10-1.orthodb.org/?query=226at3699	Protein TORNADO 1
226at3699	Duplicated	ptg000024l_path	26235204	26230978	-	2559.0	1254	https://v10-1.orthodb.org/?query=226at3699	Protein TORNADO 1
227at3699	Duplicated	ptg000013l_path	41286060	41292373	+	1925.0	1133	https://v10-1.orthodb.org/?query=227at3699	Dicer dimerisation domain
227at3699	Duplicated	ptg000006l_path	2082904	2076589	-	1918.1	1133	https://v10-1.orthodb.org/?query=227at3699	Dicer dimerisation domain
235at3699	Duplicated	ptg000034l_path	13930670	13924911	-	2333.4	1269	https://v10-1.orthodb.org/?query=235at3699	RNA polymerase Rpb1, domain 3
235at3699	Duplicated	ptg000032l_path	1566327	1560568	-	2329.3	1269	https://v10-1.orthodb.org/?query=235at3699	RNA polymerase Rpb1, domain 3
235at3699	Duplicated	ptg000016l_path	27559108	27553357	-	2323.7	1269	https://v10-1.orthodb.org/?query=235at3699	RNA polymerase Rpb1, domain 3
236at3699	Duplicated	ptg000013l_path	39792814	39785657	-	2567.3	1265	https://v10-1.orthodb.org/?query=236at3699	ATP-binding cassette transporter, PDR-like subfamily G, domain 1
236at3699	Duplicated	ptg000006l_path	3727273	3734943	+	2564.8	1265	https://v10-1.orthodb.org/?query=236at3699	ATP-binding cassette transporter, PDR-like subfamily G, domain 1
238at3699	Complete	ptg000015l_path	8133667	8138840	+	2388.4	1209	https://v10-1.orthodb.org/?query=238at3699	ABC transporter type 1, transmembrane domain
245at3699	Complete	ptg000015l_path	7913944	7907540	-	2171.2	1348	https://v10-1.orthodb.org/?query=245at3699	Eukaryotic translation initiation factor 4G
255at3699	Duplicated	ptg000006l_path	41778149	41771276	-	2285.8	1142	https://v10-1.orthodb.org/?query=255at3699	ATP-dependent RNA helicase Ski2, C-terminal
255at3699	Duplicated	ptg000013l_path	266858	273775	+	2278.8	1142	https://v10-1.orthodb.org/?query=255at3699	ATP-dependent RNA helicase Ski2, C-terminal
260at3699	Complete	ptg000017l_path	3845049	3839025	-	2272.8	1108	https://v10-1.orthodb.org/?query=260at3699	Metal ion-binding protein
267at3699	Complete	ptg000002l_path	40934289	40943349	+	2358.5	1253	https://v10-1.orthodb.org/?query=267at3699	Four-carbon acid sugar kinase, N-terminal domain
268at3699	Duplicated	ptg000033l_path	3598572	3603131	+	2428.6	1197	https://v10-1.orthodb.org/?query=268at3699	Sec7 domain
268at3699	Duplicated	ptg000001l_path	3074753	3070194	-	2428.5	1197	https://v10-1.orthodb.org/?query=268at3699	Sec7 domain
268at3699	Duplicated	ptg000024l_path	27882888	27887449	+	2426.6	1197	https://v10-1.orthodb.org/?query=268at3699	Sec7 domain
278at3699	Duplicated	ptg000023l_path	874218	868422	-	2037.1	1093	https://v10-1.orthodb.org/?query=278at3699	Leucine-rich repeat
278at3699	Duplicated	ptg000024l_path	19386189	19391985	+	2037.1	1093	https://v10-1.orthodb.org/?query=278at3699	Leucine-rich repeat
278at3699	Duplicated	ptg000001l_path	11310195	11304382	-	2036.5	1093	https://v10-1.orthodb.org/?query=278at3699	Leucine-rich repeat
286at3699	Duplicated	ptg000036l_path	22117300	22123591	+	2200.8	1181	https://v10-1.orthodb.org/?query=286at3699	Polymerase, nucleotidyl transferase domain
286at3699	Duplicated	ptg000001l_path	39295282	39301621	+	2200.3	1181	https://v10-1.orthodb.org/?query=286at3699	Polymerase, nucleotidyl transferase domain
286at3699	Duplicated	ptg000023l_path	25827813	25834152	+	2200.3	1181	https://v10-1.orthodb.org/?query=286at3699	Polymerase, nucleotidyl transferase domain
289at3699	Fragmented	ptg000009l_path	27307930	27310738	+	1114.2	615	https://v10-1.orthodb.org/?query=289at3699	Nucleoporin, Nup133/Nup155-like, C-terminal
290at3699	Missing
293at3699	Duplicated	ptg000019l_path	2542226	2548872	+	2378.4	1248	https://v10-1.orthodb.org/?query=293at3699	ATP-binding cassette transporter, PDR-like subfamily G, domain 1
293at3699	Duplicated	ptg000017l_path	518934	525620	+	2376.0	1248	https://v10-1.orthodb.org/?query=293at3699	ATP-binding cassette transporter, PDR-like subfamily G, domain 1
294at3699	Duplicated	ptg000012l_path	2176904	2171662	-	1923.0	1225	https://v10-1.orthodb.org/?query=294at3699	Enhancer of polycomb-like, N-terminal
294at3699	Duplicated	ptg000004l_path	2260012	2254770	-	1918.5	1225	https://v10-1.orthodb.org/?query=294at3699	Enhancer of polycomb-like, N-terminal
295at3699	Duplicated	ptg000020l_path	263277	258267	-	2043.3	1105	https://v10-1.orthodb.org/?query=295at3699	F-box domain
295at3699	Duplicated	ptg000027l_path	1597737	1602742	+	2022.6	1105	https://v10-1.orthodb.org/?query=295at3699	F-box domain
295at3699	Duplicated	ptg000035l_path	11963199	11968204	+	2022.6	1105	https://v10-1.orthodb.org/?query=295at3699	F-box domain
295at3699	Duplicated	ptg000015l_path	9158026	9163290	+	2016.3	1105	https://v10-1.orthodb.org/?query=295at3699	F-box domain
301at3699	Duplicated	ptg000011l_path	6624108	6616886	-	2093.0	1037	https://v10-1.orthodb.org/?query=301at3699	Peptidase M16, C-terminal
301at3699	Duplicated	ptg000018l_path	1319774	1312611	-	2045.8	1033	https://v10-1.orthodb.org/?query=301at3699	Peptidase M16, C-terminal
301at3699	Duplicated	ptg000008l_path	7338916	7346094	+	2021.7	1033	https://v10-1.orthodb.org/?query=301at3699	Peptidase M16, C-terminal
303at3699	Duplicated	ptg000038l_path	2339354	2347434	+	2225.8	1147	https://v10-1.orthodb.org/?query=303at3699	Transcription initiation factor TFIID subunit 2
303at3699	Duplicated	ptg000007l_path	27527169	27519088	-	2220.5	1147	https://v10-1.orthodb.org/?query=303at3699	Transcription initiation factor TFIID subunit 2
304at3699	Missing
308at3699	Duplicated	ptg000002l_path	533220	525617	-	2086.4	1241	https://v10-1.orthodb.org/?query=308at3699	Fanconi anaemia protein FANCD2
