# BUSCO version is: 5.6.1 
# The lineage dataset is: brassicales_odb10 (Creation date: 2024-01-08, number of genomes: 10, number of BUSCOs: 4596)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
38at3699	Complete	Cexcelsa_scaf_3	42124483	42114956	-	3999.3	2184	https://v10-1.orthodb.org/?query=38at3699	WD40 repeat
42at3699	Complete	Cexcelsa_scaf_2	7857197	7866229	+	4198.2	1968	https://v10-1.orthodb.org/?query=42at3699	Glutamate synthase, alpha subunit, C-terminal
43at3699	Complete	Cexcelsa_scaf_4	1993953	2002406	+	3759.5	2060	https://v10-1.orthodb.org/?query=43at3699	Sec39 domain
45at3699	Complete	Cexcelsa_scaf_4	1624632	1613332	-	3601.8	1813	https://v10-1.orthodb.org/?query=45at3699	DExH-box ATP-dependent RNA helicase DExH14
49at3699	Complete	Cexcelsa_scaf_3	42455057	42464948	+	3359.5	1732	https://v10-1.orthodb.org/?query=49at3699	Embryo defective 2410
50at3699	Complete	Cexcelsa_scaf_1	2789603	2782976	-	3374.7	1791	https://v10-1.orthodb.org/?query=50at3699	Thyroid adenoma-associated-like protein
51at3699	Complete	Cexcelsa_scaf_3	3330314	3320908	-	3482.9	1897	https://v10-1.orthodb.org/?query=51at3699	DNA2/NAM7 helicase, AAA domain
53at3699	Complete	Cexcelsa_scaf_2	10205680	10221005	+	3356.4	1783	https://v10-1.orthodb.org/?query=53at3699	Protein SWEETIE
58at3699	Complete	Cexcelsa_scaf_4	33987305	33976811	-	3728.6	1787	https://v10-1.orthodb.org/?query=58at3699	1,3-beta-glucan synthase subunit FKS1-like, domain-1
60at3699	Complete	Cexcelsa_scaf_1	16534498	16544718	+	3506.7	1696	https://v10-1.orthodb.org/?query=60at3699	Callose synthase 5
62at3699	Complete	Cexcelsa_scaf_5	5013961	5023661	+	3117.1	1819	https://v10-1.orthodb.org/?query=62at3699	Separase
71at3699	Complete	Cexcelsa_scaf_6	10015720	10003070	-	3513.0	1733	https://v10-1.orthodb.org/?query=71at3699	1,3-beta-glucan synthase subunit FKS1-like, domain-1
74at3699	Complete	Cexcelsa_scaf_4	33274074	33259953	-	2612.4	1555	https://v10-1.orthodb.org/?query=74at3699	Kinesin motor domain
75at3699	Complete	Cexcelsa_scaf_4	9487666	9477216	-	3394.2	1713	https://v10-1.orthodb.org/?query=75at3699	SNF2-related, N-terminal domain
78at3699	Complete	Cexcelsa_scaf_3	37983428	37971856	-	3035.9	1609	https://v10-1.orthodb.org/?query=78at3699	ABC transporter A
79at3699	Complete	Cexcelsa_scaf_4	36677774	36686057	+	2772.5	1685	https://v10-1.orthodb.org/?query=79at3699	Zinc finger, PHD-type
81at3699	Complete	Cexcelsa_scaf_5	21396569	21389027	-	3211.5	1572	https://v10-1.orthodb.org/?query=81at3699	Dicer dimerisation domain
83at3699	Complete	Cexcelsa_scaf_4	29382801	29374471	-	2554.1	1395	https://v10-1.orthodb.org/?query=83at3699	Bacterial Ig-like, group 2
84at3699	Complete	Cexcelsa_scaf_2	3707642	3719449	+	3087.1	1616	https://v10-1.orthodb.org/?query=84at3699	Nucleoporin Nup186/Nup192/Nup205
90at3699	Complete	Cexcelsa_scaf_4	34517365	34509045	-	3102.7	1678	https://v10-1.orthodb.org/?query=90at3699	SNF2-related, N-terminal domain
91at3699	Complete	Cexcelsa_scaf_1	46376131	46386811	+	2875.4	1720	https://v10-1.orthodb.org/?query=91at3699	Nucleoporin (DUF3414)
94at3699	Complete	Cexcelsa_scaf_4	10602012	10609509	+	2630.6	1768	https://v10-1.orthodb.org/?query=94at3699	uncharacterized protein LOC103840946
96at3699	Complete	Cexcelsa_scaf_5	2304253	2313111	+	2617.7	1466	https://v10-1.orthodb.org/?query=96at3699	Tetratricopeptide repeat (TPR)-like superfamily protein
97at3699	Complete	Cexcelsa_scaf_2	30648493	30656925	+	2520.7	1449	https://v10-1.orthodb.org/?query=97at3699	DNA-directed DNA polymerase, family B, exonuclease domain
98at3699	Complete	Cexcelsa_scaf_3	41573952	41582508	+	2795.8	1508	https://v10-1.orthodb.org/?query=98at3699	RNA polymerase Rpb1, domain 3
102at3699	Complete	Cexcelsa_scaf_4	25589940	25582081	-	3029.6	1426	https://v10-1.orthodb.org/?query=102at3699	Zinc finger, RING-type
103at3699	Complete	Cexcelsa_scaf_4	34347628	34357118	+	2972.2	1569	https://v10-1.orthodb.org/?query=103at3699	Proteasome activator Blm10, mid region
107at3699	Complete	Cexcelsa_scaf_4	7983135	7976723	-	3060.3	1532	https://v10-1.orthodb.org/?query=107at3699	Sec7, C-terminal
112at3699	Complete	Cexcelsa_scaf_5	6419248	6428566	+	2653.6	1504	https://v10-1.orthodb.org/?query=112at3699	tRNA/rRNA methyltransferase, SpoU type
113at3699	Complete	Cexcelsa_scaf_5	21330462	21337098	+	3224.3	1539	https://v10-1.orthodb.org/?query=113at3699	Sec7, C-terminal
115at3699	Complete	Cexcelsa_scaf_3	41166360	41154018	-	2679.2	1449	https://v10-1.orthodb.org/?query=115at3699	Protein SHOOT GRAVITROPISM 6
119at3699	Complete	Cexcelsa_scaf_2	35526520	35536666	+	2780.3	1393	https://v10-1.orthodb.org/?query=119at3699	UDP-glucose:Glycoprotein Glucosyltransferase
121at3699	Complete	Cexcelsa_scaf_2	34778899	34788452	+	2863.5	1438	https://v10-1.orthodb.org/?query=121at3699	Thiamine pyrophosphate enzyme, C-terminal TPP-binding
125at3699	Complete	Cexcelsa_scaf_4	32740727	32732840	-	2513.3	1537	https://v10-1.orthodb.org/?query=125at3699	Autophagy-related, C-terminal
132at3699	Complete	Cexcelsa_scaf_3	5272082	5260019	-	2741.8	1478	https://v10-1.orthodb.org/?query=132at3699	THO complex, subunitTHOC2, C-terminal
134at3699	Complete	Cexcelsa_scaf_5	12061125	12069005	+	2940.0	1561	https://v10-1.orthodb.org/?query=134at3699	Vacuolar protein sorting-associated protein 8, central domain
141at3699	Complete	Cexcelsa_scaf_1	3059629	3049575	-	2749.9	1592	https://v10-1.orthodb.org/?query=141at3699	Protein RST1
142at3699	Complete	Cexcelsa_scaf_2	43501764	43508620	+	2560.6	1583	https://v10-1.orthodb.org/?query=142at3699	Nucleolar 27S pre-rRNA processing, Urb2/Npa2, C-terminal
143at3699	Complete	Cexcelsa_scaf_4	36071449	36065175	-	2732.4	1367	https://v10-1.orthodb.org/?query=143at3699	Mediator complex, subunit Med14
145at3699	Complete	Cexcelsa_scaf_1	11098467	11104953	+	2500.1	1455	https://v10-1.orthodb.org/?query=145at3699	AAA ATPase, AAA+ lid domain
148at3699	Complete	Cexcelsa_scaf_3	166708	175078	+	2517.5	1356	https://v10-1.orthodb.org/?query=148at3699	CLU central domain
155at3699	Duplicated	Cexcelsa_scaf_2	29580735	29574984	-	2492.0	1319	https://v10-1.orthodb.org/?query=155at3699	Phosphatidylinositol-4-phosphate 5-kinase, core
155at3699	Duplicated	Cexcelsa_scaf_2	35457835	35464503	+	2533.4	1312	https://v10-1.orthodb.org/?query=155at3699	Phosphatidylinositol-4-phosphate 5-kinase, core
164at3699	Complete	Cexcelsa_scaf_2	8598824	8605378	+	2585.3	1403	https://v10-1.orthodb.org/?query=164at3699	WD40 repeat
169at3699	Complete	Cexcelsa_scaf_2	41351739	41357587	+	2306.1	1225	https://v10-1.orthodb.org/?query=169at3699	FAD dependent oxidoreductase
172at3699	Complete	Cexcelsa_scaf_2	3550607	3544161	-	2621.0	1282	https://v10-1.orthodb.org/?query=172at3699	ATP-binding cassette transporter, PDR-like subfamily G, domain 1
173at3699	Duplicated	Cexcelsa_scaf_3	528211	522715	-	2781.9	1343	https://v10-1.orthodb.org/?query=173at3699	ABC transporter type 1, transmembrane domain
173at3699	Duplicated	Cexcelsa_scaf_4	28026152	28020611	-	2501.2	1341	https://v10-1.orthodb.org/?query=173at3699	ABC transporter type 1, transmembrane domain
177at3699	Complete	Cexcelsa_scaf_5	2132035	2142202	+	2709.9	1381	https://v10-1.orthodb.org/?query=177at3699	Myosin head, motor domain
178at3699	Complete	Cexcelsa_scaf_1	46425995	46433725	+	3104.1	1636	https://v10-1.orthodb.org/?query=178at3699	HECT domain
179at3699	Duplicated	Cexcelsa_scaf_2	36461673	36457227	-	2579.0	1208	https://v10-1.orthodb.org/?query=179at3699	PurM-like, C-terminal domain
179at3699	Duplicated	Cexcelsa_scaf_2	29050634	29054979	+	2574.9	1207	https://v10-1.orthodb.org/?query=179at3699	PurM-like, C-terminal domain
182at3699	Complete	Cexcelsa_scaf_4	25557039	25561559	+	2705.1	1238	https://v10-1.orthodb.org/?query=182at3699	Magnesium-chelatase subunit ChlH, chloroplastic
185at3699	Complete	Cexcelsa_scaf_6	2251525	2244809	-	2469.0	1273	https://v10-1.orthodb.org/?query=185at3699	ABC-2 type transporter
190at3699	Complete	Cexcelsa_scaf_2	7449218	7458038	+	2395.6	1236	https://v10-1.orthodb.org/?query=190at3699	Cleavage and polyadenylation specificity factor subunit 1
192at3699	Complete	Cexcelsa_scaf_4	3174820	3166671	-	2210.1	1204	https://v10-1.orthodb.org/?query=192at3699	DNA-directed RNA polymerase subunit
196at3699	Complete	Cexcelsa_scaf_1	46901015	46894135	-	2113.9	1418	https://v10-1.orthodb.org/?query=196at3699	GYF domain
213at3699	Complete	Cexcelsa_scaf_6	10732805	10739066	+	1998.3	1339	https://v10-1.orthodb.org/?query=213at3699	Putative zinc-finger domain
214at3699	Complete	Cexcelsa_scaf_4	3214196	3208393	-	1920.8	1329	https://v10-1.orthodb.org/?query=214at3699	Protein SHORTAGE IN CHIASMATA 1
217at3699	Complete	Cexcelsa_scaf_4	7396959	7390063	-	2247.0	1272	https://v10-1.orthodb.org/?query=217at3699	Zinc finger, C5HC2-type
223at3699	Complete	Cexcelsa_scaf_4	33061891	33066515	+	2704.9	1269	https://v10-1.orthodb.org/?query=223at3699	Pentatricopeptide repeat
224at3699	Complete	Cexcelsa_scaf_4	24250251	24257474	+	125.6	51	https://v10-1.orthodb.org/?query=224at3699	Cytoplasmic FMR1-interacting
226at3699	Complete	Cexcelsa_scaf_5	28972282	28968054	-	2567.4	1254	https://v10-1.orthodb.org/?query=226at3699	Protein TORNADO 1
227at3699	Complete	Cexcelsa_scaf_1	13238844	13232542	-	1918.1	1133	https://v10-1.orthodb.org/?query=227at3699	Dicer dimerisation domain
235at3699	Complete	Cexcelsa_scaf_2	6124174	6129933	+	2336.0	1269	https://v10-1.orthodb.org/?query=235at3699	RNA polymerase Rpb1, domain 3
236at3699	Complete	Cexcelsa_scaf_1	14903308	14910495	+	2568.7	1265	https://v10-1.orthodb.org/?query=236at3699	ATP-binding cassette transporter, PDR-like subfamily G, domain 1
238at3699	Complete	Cexcelsa_scaf_4	8383563	8378406	-	2381.4	1209	https://v10-1.orthodb.org/?query=238at3699	ABC transporter type 1, transmembrane domain
245at3699	Complete	Cexcelsa_scaf_4	8119933	8113530	-	2174.4	1348	https://v10-1.orthodb.org/?query=245at3699	Eukaryotic translation initiation factor 4G
255at3699	Complete	Cexcelsa_scaf_1	51678248	51685121	+	2285.8	1142	https://v10-1.orthodb.org/?query=255at3699	ATP-dependent RNA helicase Ski2, C-terminal
260at3699	Complete	Cexcelsa_scaf_1	5926989	5920979	-	2272.5	1108	https://v10-1.orthodb.org/?query=260at3699	Metal ion-binding protein
267at3699	Complete	Cexcelsa_scaf_6	2580541	2571360	-	2184.9	1199	https://v10-1.orthodb.org/?query=267at3699	Four-carbon acid sugar kinase, N-terminal domain
268at3699	Complete	Cexcelsa_scaf_5	31247042	31242483	-	2429.2	1197	https://v10-1.orthodb.org/?query=268at3699	Sec7 domain
278at3699	Complete	Cexcelsa_scaf_5	22320569	22326357	+	2177.8	1149	https://v10-1.orthodb.org/?query=278at3699	Leucine-rich repeat
286at3699	Complete	Cexcelsa_scaf_5	11780702	11774346	-	2180.9	1181	https://v10-1.orthodb.org/?query=286at3699	Polymerase, nucleotidyl transferase domain
289at3699	Fragmented	Cexcelsa_scaf_2	32113259	32116041	+	1076.4	615	https://v10-1.orthodb.org/?query=289at3699	Nucleoporin, Nup133/Nup155-like, C-terminal
290at3699	Missing
293at3699	Complete	Cexcelsa_scaf_1	2466379	2473079	+	2369.9	1252	https://v10-1.orthodb.org/?query=293at3699	ATP-binding cassette transporter, PDR-like subfamily G, domain 1
294at3699	Complete	Cexcelsa_scaf_5	2391088	2385831	-	1919.0	1225	https://v10-1.orthodb.org/?query=294at3699	Enhancer of polycomb-like, N-terminal
295at3699	Complete	Cexcelsa_scaf_4	9433542	9438826	+	2050.8	1105	https://v10-1.orthodb.org/?query=295at3699	F-box domain
301at3699	Complete	Cexcelsa_scaf_3	35954166	35946895	-	2063.9	1033	https://v10-1.orthodb.org/?query=301at3699	Peptidase M16, C-terminal
303at3699	Complete	Cexcelsa_scaf_2	36388584	36380488	-	2223.6	1147	https://v10-1.orthodb.org/?query=303at3699	Transcription initiation factor TFIID subunit 2
304at3699	Missing
308at3699	Complete	Cexcelsa_scaf_5	7511681	7504015	-	2120.5	1241	https://v10-1.orthodb.org/?query=308at3699	Fanconi anaemia protein FANCD2
313at3699	Complete	Cexcelsa_scaf_4	25537864	25542423	+	2237.0	1176	https://v10-1.orthodb.org/?query=313at3699	Elongator complex protein 1
315at3699	Complete	Cexcelsa_scaf_2	38054848	38063077	+	2305.0	1126	https://v10-1.orthodb.org/?query=315at3699	Strawberry notch, AAA domain
317at3699	Complete	Cexcelsa_scaf_4	36169692	36175145	+	2349.1	1144	https://v10-1.orthodb.org/?query=317at3699	Peptidase M41
323at3699	Complete	Cexcelsa_scaf_3	2824858	2818762	-	2327.4	1175	https://v10-1.orthodb.org/?query=323at3699	Mediator of RNA polymerase II transcription subunit 33B
327at3699	Missing
329at3699	Complete	Cexcelsa_scaf_1	50269271	50274750	+	1827.8	940	https://v10-1.orthodb.org/?query=329at3699	Glycoside hydrolase, family 2
333at3699	Complete	Cexcelsa_scaf_2	1119541	1113530	-	1933.9	1081	https://v10-1.orthodb.org/?query=333at3699	WD40 repeat
334at3699	Complete	Cexcelsa_scaf_1	51158643	51162497	+	2076.4	1063	https://v10-1.orthodb.org/?query=334at3699	RNA-dependent RNA polymerase
340at3699	Complete	Cexcelsa_scaf_5	6097427	6104062	+	1970.3	1452	https://v10-1.orthodb.org/?query=340at3699	Scar-like domain-containing protein WAVE 5
343at3699	Complete	Cexcelsa_scaf_6	1312887	1321130	+	2061.2	1090	https://v10-1.orthodb.org/?query=343at3699	DNA2/NAM7 helicase, AAA domain
345at3699	Duplicated	Cexcelsa_scaf_3	31577680	31572421	-	2260.9	1157	https://v10-1.orthodb.org/?query=345at3699	Condensin complex subunit 1
345at3699	Duplicated	Cexcelsa_scaf_1	49719765	49725413	+	2220.3	1127	https://v10-1.orthodb.org/?query=345at3699	Condensin complex subunit 1
347at3699	Complete	Cexcelsa_scaf_4	32293719	32287056	-	1754.7	973	https://v10-1.orthodb.org/?query=347at3699	Amino-terminal region of chorein
348at3699	Complete	Cexcelsa_scaf_5	12826009	12819021	-	1970.8	980	https://v10-1.orthodb.org/?query=348at3699	Mediator of RNA polymerase II transcription subunit 16
353at3699	Complete	Cexcelsa_scaf_6	24416460	24410980	-	2070.5	1033	https://v10-1.orthodb.org/?query=353at3699	Helicase-associated domain
363at3699	Complete	Cexcelsa_scaf_3	32943808	32933853	-	1911.7	1029	https://v10-1.orthodb.org/?query=363at3699	WD40 repeat
364at3699	Complete	Cexcelsa_scaf_1	48585147	48578033	-	1999.2	1068	https://v10-1.orthodb.org/?query=364at3699	Carbohydrate-binding-like fold
368at3699	Complete	Cexcelsa_scaf_3	34533820	34525274	-	2352.8	1515	https://v10-1.orthodb.org/?query=368at3699	Nuclear pore complex protein
369at3699	Complete	Cexcelsa_scaf_5	32474019	32469412	-	2202.4	1056	https://v10-1.orthodb.org/?query=369at3699	TRAPP II complex, Trs120
370at3699	Complete	Cexcelsa_scaf_4	27738395	27730846	-	1944.9	1139	https://v10-1.orthodb.org/?query=370at3699	Symplekin/Pta1, N-terminal
372at3699	Complete	Cexcelsa_scaf_3	6005824	6009570	+	2376.5	1049	https://v10-1.orthodb.org/?query=372at3699	Carbamoyl-phosphate synthetase large subunit-like, ATP-binding domain
375at3699	Complete	Cexcelsa_scaf_1	49334544	49326502	-	1985.2	1057	https://v10-1.orthodb.org/?query=375at3699	Protein kinase domain
379at3699	Complete	Cexcelsa_scaf_5	7956745	7952152	-	2046.7	1135	https://v10-1.orthodb.org/?query=379at3699	PRD1
390at3699	Complete	Cexcelsa_scaf_3	6026007	6018730	-	2027.3	1028	https://v10-1.orthodb.org/?query=390at3699	RNA polymerase Rpb2, domain 2
392at3699	Complete	Cexcelsa_scaf_5	5265028	5259377	-	1756.1	1016	https://v10-1.orthodb.org/?query=392at3699	Binding / calmodulin binding protein
396at3699	Complete	Cexcelsa_scaf_6	371834	368072	-	2152.5	1004	https://v10-1.orthodb.org/?query=396at3699	Cellulose synthase
398at3699	Complete	Cexcelsa_scaf_4	33075851	33070797	-	2026.1	1011	https://v10-1.orthodb.org/?query=398at3699	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
405at3699	Complete	Cexcelsa_scaf_5	23701477	23706641	+	2022.5	979	https://v10-1.orthodb.org/?query=405at3699	GIGANTEA
411at3699	Complete	Cexcelsa_scaf_6	12044908	12040124	-	2329.1	1058	https://v10-1.orthodb.org/?query=411at3699	WD40/YVTN repeat-like-containing domain superfamily
419at3699	Complete	Cexcelsa_scaf_5	7110274	7105310	-	2090.8	1108	https://v10-1.orthodb.org/?query=419at3699	Condensin-2 complex subunit D3
420at3699	Complete	Cexcelsa_scaf_2	38010459	38015766	+	1938.2	1095	https://v10-1.orthodb.org/?query=420at3699	ARM repeat superfamily protein
431at3699	Complete	Cexcelsa_scaf_1	45913041	45906967	-	1797.4	879	https://v10-1.orthodb.org/?query=431at3699	Helicase/UvrB, N-terminal
434at3699	Complete	Cexcelsa_scaf_5	12297964	12304801	+	2051.0	1126	https://v10-1.orthodb.org/?query=434at3699	DNA mismatch repair protein MutS, core
435at3699	Complete	Cexcelsa_scaf_4	22395535	22389696	-	2008.5	1222	https://v10-1.orthodb.org/?query=435at3699	FANCI solenoid 2 domain
436at3699	Complete	Cexcelsa_scaf_4	33410777	33404066	-	1969.4	955	https://v10-1.orthodb.org/?query=436at3699	Phospholipase
438at3699	Complete	Cexcelsa_scaf_2	28472672	28467771	-	1764.1	959	https://v10-1.orthodb.org/?query=438at3699	Tetratricopeptide repeat
450at3699	Complete	Cexcelsa_scaf_4	36179766	36143770	-	2006.1	1043	https://v10-1.orthodb.org/?query=450at3699	Exportin-4 protein
452at3699	Complete	Cexcelsa_scaf_1	46492717	46487254	-	2048.4	1186	https://v10-1.orthodb.org/?query=452at3699	RNA polymerase II-associated protein 1, C-terminal
462at3699	Complete	Cexcelsa_scaf_4	3779801	3773116	-	1528.5	1022	https://v10-1.orthodb.org/?query=462at3699	Protein ENHANCED DOWNY MILDEW 2
464at3699	Complete	Cexcelsa_scaf_1	17966598	17971783	+	1879.3	967	https://v10-1.orthodb.org/?query=464at3699	Signal transduction histidine kinase, dimerisation/phosphoacceptor domain
469at3699	Complete	Cexcelsa_scaf_5	6231978	6236601	+	1932.3	962	https://v10-1.orthodb.org/?query=469at3699	Phytochrome
470at3699	Complete	Cexcelsa_scaf_2	37447460	37439289	-	2001.8	1212	https://v10-1.orthodb.org/?query=470at3699	ARM repeat superfamily protein
474at3699	Complete	Cexcelsa_scaf_1	16101927	16097314	-	1693.1	942	https://v10-1.orthodb.org/?query=474at3699	Signal transduction histidine kinase, dimerisation/phosphoacceptor domain
475at3699	Complete	Cexcelsa_scaf_4	27212572	27207851	-	1791.6	1029	https://v10-1.orthodb.org/?query=475at3699	JmjN domain
476at3699	Complete	Cexcelsa_scaf_4	27045536	27040199	-	2194.5	1023	https://v10-1.orthodb.org/?query=476at3699	Helicase-associated domain
477at3699	Complete	Cexcelsa_scaf_5	13825073	13820379	-	1940.9	997	https://v10-1.orthodb.org/?query=477at3699	RNA-dependent RNA polymerase
481at3699	Complete	Cexcelsa_scaf_5	4604112	4610473	+	1897.9	953	https://v10-1.orthodb.org/?query=481at3699	Pesticidal crystal cry8Ba protein
488at3699	Complete	Cexcelsa_scaf_4	9819916	9815207	-	1763.7	965	https://v10-1.orthodb.org/?query=488at3699	HECT domain
490at3699	Complete	Cexcelsa_scaf_1	2963488	2957098	-	1723.1	1108	https://v10-1.orthodb.org/?query=490at3699	XPG N-terminal
497at3699	Complete	Cexcelsa_scaf_4	14421434	14415053	-	1615.0	1037	https://v10-1.orthodb.org/?query=497at3699	Kinesin motor domain
501at3699	Complete	Cexcelsa_scaf_4	36739235	36743489	+	1781.4	852	https://v10-1.orthodb.org/?query=501at3699	Protein TPLATE
503at3699	Complete	Cexcelsa_scaf_4	73330	77855	+	1961.1	1040	https://v10-1.orthodb.org/?query=503at3699	Trafficking protein particle complex subunit 11
505at3699	Complete	Cexcelsa_scaf_2	39619397	39615836	-	1986.4	1016	https://v10-1.orthodb.org/?query=505at3699	Phytochrome
506at3699	Complete	Cexcelsa_scaf_1	15842134	15835773	-	1951.1	973	https://v10-1.orthodb.org/?query=506at3699	DNA mismatch repair protein MutS, C-terminal
507at3699	Complete	Cexcelsa_scaf_4	1308727	1304027	-	1865.1	937	https://v10-1.orthodb.org/?query=507at3699	Protein kinase domain
509at3699	Duplicated	Cexcelsa_scaf_4	954423	948015	-	1979.9	971	https://v10-1.orthodb.org/?query=509at3699	DNA-directed DNA polymerase, family B, exonuclease domain
509at3699	Duplicated	Cexcelsa_scaf_1	16736422	16729519	-	1744.3	951	https://v10-1.orthodb.org/?query=509at3699	DNA-directed DNA polymerase, family B, exonuclease domain
515at3699	Complete	Cexcelsa_scaf_2	4000199	4005759	+	1487.0	1012	https://v10-1.orthodb.org/?query=515at3699	CST complex subunit CTC1, plant
525at3699	Complete	Cexcelsa_scaf_5	31263862	31268226	+	2053.4	921	https://v10-1.orthodb.org/?query=525at3699	Cellulose synthase
527at3699	Complete	Cexcelsa_scaf_4	32564059	32560430	-	1808.5	959	https://v10-1.orthodb.org/?query=527at3699	AP-5 complex subunit beta-like protein
529at3699	Complete	Cexcelsa_scaf_2	39577166	39585029	+	1483.4	884	https://v10-1.orthodb.org/?query=529at3699	Pyrrolo-quinoline quinone-like domain
530at3699	Complete	Cexcelsa_scaf_4	3840587	3844156	+	1828.0	987	https://v10-1.orthodb.org/?query=530at3699	Pentatricopeptide repeat
532at3699	Complete	Cexcelsa_scaf_6	11320861	11315566	-	1851.6	936	https://v10-1.orthodb.org/?query=532at3699	Endonuclease/exonuclease/phosphatase
535at3699	Complete	Cexcelsa_scaf_4	25458835	25453144	-	1828.0	892	https://v10-1.orthodb.org/?query=535at3699	Glycoside hydrolase family 38, central domain
536at3699	Complete	Cexcelsa_scaf_1	2742192	2735421	-	1917.9	1069	https://v10-1.orthodb.org/?query=536at3699	SMCs flexible hinge
544at3699	Complete	Cexcelsa_scaf_4	36590327	36586860	-	2010.7	1009	https://v10-1.orthodb.org/?query=544at3699	Leucine-rich repeat
550at3699	Complete	Cexcelsa_scaf_1	11629985	11636818	+	1959.8	987	https://v10-1.orthodb.org/?query=550at3699	uncharacterized protein LOC9320979
551at3699	Complete	Cexcelsa_scaf_1	2191145	2194695	+	1853.5	974	https://v10-1.orthodb.org/?query=551at3699	Leucine-rich repeat
563at3699	Complete	Cexcelsa_scaf_6	3214846	3207746	-	1815.1	856	https://v10-1.orthodb.org/?query=563at3699	SecA, preprotein cross-linking domain
564at3699	Complete	Cexcelsa_scaf_1	41661900	41655540	-	1563.4	956	https://v10-1.orthodb.org/?query=564at3699	Chromo domain
565at3699	Complete	Cexcelsa_scaf_1	17359368	17363812	+	1813.8	921	https://v10-1.orthodb.org/?query=565at3699	PPM-type phosphatase domain
568at3699	Complete	Cexcelsa_scaf_3	3420161	3423553	+	1985.6	1002	https://v10-1.orthodb.org/?query=568at3699	Leucine-rich repeat
571at3699	Complete	Cexcelsa_scaf_4	6125072	6121650	-	1986.0	1003	https://v10-1.orthodb.org/?query=571at3699	Leucine-rich repeat
577at3699	Duplicated	Cexcelsa_scaf_2	1963142	1966554	+	2015.3	925	https://v10-1.orthodb.org/?query=577at3699	Cellulose synthase
577at3699	Duplicated	Cexcelsa_scaf_6	8848082	8844054	-	1999.8	924	https://v10-1.orthodb.org/?query=577at3699	Cellulose synthase
578at3699	Complete	Cexcelsa_scaf_4	4064135	4058963	-	1886.5	891	https://v10-1.orthodb.org/?query=578at3699	Peptidase M16, C-terminal
579at3699	Complete	Cexcelsa_scaf_1	7885784	7892851	+	1582.7	958	https://v10-1.orthodb.org/?query=579at3699	Gamma tubulin complex component, C-terminal
588at3699	Complete	Cexcelsa_scaf_5	29393081	29385920	-	1834.1	972	https://v10-1.orthodb.org/?query=588at3699	DNA ligase, ATP-dependent, central
591at3699	Complete	Cexcelsa_scaf_5	8205711	8208975	+	1788.5	913	https://v10-1.orthodb.org/?query=591at3699	Pentatricopeptide repeat
592at3699	Complete	Cexcelsa_scaf_4	35914825	35910289	-	1883.2	896	https://v10-1.orthodb.org/?query=592at3699	Phospholipase
597at3699	Complete	Cexcelsa_scaf_3	34625561	34629229	+	1842.5	935	https://v10-1.orthodb.org/?query=597at3699	GHMP kinase, C-terminal domain
599at3699	Complete	Cexcelsa_scaf_4	30940318	30945993	+	1719.0	939	https://v10-1.orthodb.org/?query=599at3699	DNA mismatch repair protein MutS, core
602at3699	Complete	Cexcelsa_scaf_2	36570460	36573633	+	1883.1	871	https://v10-1.orthodb.org/?query=602at3699	C2 domain
